CID,File,Line,Type,Status,Code
42248,"/src/components/other/motherDynamicTable2_function_BANGJU.tsx",2165,"Property access or function call before check for null or undefined","DEFINITELY_FIXED","const thisData: any = headerData?.find((item: any) => item?.key == index);"
42251,"/src/app/[lng]/authorization/(menu)/allocation/(menu)/alloReport/form/table.tsx",185,"Bad use of null-like value","NEEDS_REVIEW","<table className=""table-auto min-w-full text-sm rtl:text-right text-gray-500 whitespace-nowrap"">"
42253,"/src/app/[lng]/authorization/(menu)/allocation/(menu)/allocShipperReport/page.tsx",216,"Bad use of null-like value","FALSE_POSITIVE",""
42255,"/src/app/[lng]/authorization/(menu)/balancing/(menu)/balAdjust/(menu)/intradayAccimbalanceInventoryAdjust/form/table.tsx",188,"Property access or function call before check for null or undefined","NEEDS_REVIEW","{columnVisibility.comment && ("
42257,"/src/app/[lng]/authorization/(menu)/dam/(menu)/userManagement/(menu)/group/(menu)/tso/form/tableHistory.tsx",183,"Bad use of null-like value","LIKELY_FIXED","disabled={row?.division.length <= 0 && true}"
42258,"/src/components/other/modalHistory.tsx",697,"Property access or function call before check for null or undefined","LIKELY_FIXED","gnrData[lastElement].update_by_account = gnrData[lastElement]?.create_by_account"
42265,"/src/utils/transformHistoryData.tsx",187,"Property access or function call before check for null or undefined","FALSE_POSITIVE",""
42273,"/src/components/other/fatherDynamicTable.tsx",135,"Bad use of null-like value","LIKELY_FIXED","label: label ?? '',"
42275,"/src/app/[lng]/authorization/(menu)/nominations/(menu)/minimuminventorySummary/form/tableTabWeekly.tsx",77,"Bad use of null-like value","LIKELY_FIXED","return arr.every((value: any) => value?.[obj] === firstValue) ? firstValue : null;"
42278,"/src/utils/generalFormatter.ts",5741,"Property access or function call before check for null or undefined","FALSE_POSITIVE",""
42281,"/src/app/[lng]/authorization/(menu)/allocation/(menu)/alloManage/form/table.tsx",691,"Property access or function call before check for null or undefined","DEFINITELY_FIXED","disabled={item?.allocation_status?.id !== 2 ? true : false}"
42285,"/src/app/[lng]/authorization/(menu)/dam/(menu)/parameters/(menu)/masterData/(menu)/configMasterPath/form/nodeExit.tsx",21,"Property access or function call before check for null or undefined","LIKELY_FIXED","backgroundColor: data?.color,"
42288,"/src/app/[lng]/authorization/(menu)/event/(menu)/EventOffSpecGas/page.tsx",513,"Property access or function call before check for null or undefined","LIKELY_FIXED","Object.fromEntries(filteredColumns?.map((column: any) => [column.key, column.visible]))"
42289,"/src/utils/generalFormatter.ts",9081,"Bad use of null-like value","NEEDS_REVIEW",">();"
42293,"/src/app/[lng]/authorization/(menu)/booking/(menu)/capacity/(menu)/CapReqMgn/form/tablePathDetail.tsx",409,"Property access or function call before check for null or undefined","NEEDS_REVIEW","<div className="" text-sm flex flex-column sm:flex-row flex-wrap space-y-4 sm:space-y-0 items-center justify-between pb-4"">"
42294,"/src/app/[lng]/authorization/(menu)/event/(menu)/EmergencyDifficultDay/form/document/formDocument4.tsx",1286,"Property access or function call before check for null or undefined","NEEDS_REVIEW","disabled={false}"
42295,"/src/app/[lng]/authorization/(menu)/balancing/(menu)/intradayBalReport/page.tsx",224,"Bad use of null-like value","NEEDS_REVIEW","return {"
42296,"/src/components/other/motherDynamicTable2_function_BANGJU.tsx",1158,"Bad use of null-like value","NEEDS_REVIEW","key={`${index}-${subIndex}`}"
42303,"/src/app/[lng]/authorization/(menu)/booking/(menu)/pathManagement/form/modalAction.tsx",525,"Bad use of null-like value","NEEDS_REVIEW","acc[pathItem.area_id] = pathItem;"
42306,"/src/components/other/fatherDynamicModify.tsx",787,"Bad use of null-like value","LIKELY_FIXED","columnVisibility[subHeader?.key] && ("
42310,"/src/app/[lng]/authorization/(menu)/allocation/(menu)/curtailmentsAllocation/form/table.tsx",189,"Property access or function call before check for null or undefined","NEEDS_REVIEW","<td className=""px-4 py-1 text-[#464255] text-right"">"
42311,"/src/app/[lng]/authorization/(menu)/event/(menu)/EmergencyDifficultDay/form/table.tsx",599,"Bad use of null-like value","NEEDS_REVIEW","className={`${table_row_style}`}"
42312,"/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffCreditDebitNote/form/modalComment.tsx",78,"Property access or function call before check for null or undefined","NEEDS_REVIEW","{'Close'}"
42315,"/src/app/[lng]/authorization/(menu)/nominations/(menu)/dailyManagement/nomCodeView/tableEachZone_bak.tsx",600,"Property access or function call before check for null or undefined","LIKELY_FIXED","sortedData.length > 0 && sortedData?.map((row: any, index: any) => {"
42316,"/src/app/[lng]/authorization/(menu)/balancing/(menu)/balMonthlyReport/page.tsx",161,"Property access or function call before check for null or undefined","DEFINITELY_FIXED","let find_data_sum = filter_shipper_or_contract?.[0]?.value?.find((item: any) => item.gas_day == 'sum');"
42321,"/src/app/[lng]/authorization/(menu)/dam/(menu)/userManagement/(menu)/users/page.tsx",602,"Bad use of null-like value","LIKELY_FIXED","first_name: filteredData?.first_name,"
42324,"/src/app/[lng]/authorization/(menu)/nominations/(menu)/weeklyManagement/form/table.tsx",403,"Bad use of null-like value","NEEDS_REVIEW",">"
42325,"/src/app/[lng]/authorization/(menu)/nominations/(menu)/weeklyManagement/nomCodeView/pageViewFile.tsx",30,"Property access or function call before check for null or undefined","NEEDS_REVIEW","{"
42329,"/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/modalFullView.tsx",458,"Property access or function call before check for null or undefined","LIKELY_FIXED","const filteredDatasets = data_to_filter?.datasets"
42334,"/src/app/[lng]/authorization/(menu)/booking/(menu)/capacity/(menu)/CapReqMgn/form/modalFiles.tsx",271,"Property access or function call before check for null or undefined","FALSE_POSITIVE",""
42335,"/src/app/[lng]/authorization/(menu)/dam/(menu)/userManagement/(menu)/systemLogin/form/modalUserView.tsx",30,"Property access or function call before check for null or undefined","DEFINITELY_FIXED","<p className=""m-0"">{item?.account?.email || ''}</p>"
42339,"/src/app/[lng]/authorization/(menu)/dam/(menu)/userManagement/(menu)/group/(menu)/shippers/form/modalTransfer.tsx",108,"Property access or function call before check for null or undefined","FALSE_POSITIVE",""
42340,"/src/app/[lng]/authorization/(menu)/booking/(menu)/bulletinBoard/page.tsx",200,"Property access or function call before check for null or undefined","NEEDS_REVIEW","const startDate = toDayjs(item.start_date).startOf('day');"
42344,"/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableWeekly/tableWeeklyTotalSystem.tsx",542,"Property access or function call before check for null or undefined","LIKELY_FIXED","paginatedData.length > 0 && paginatedData?.map((row: any, index: any) => {"
42346,"/src/app/[lng]/authorization/(menu)/booking/(menu)/capacity/(menu)/CapContractList/page-detail.tsx",1676,"Bad use of null-like value","LIKELY_FIXED","onClick={() => handleExpandEntryExit(item?.id, ""exit"" + item.id, 'exit', selectedType)}"
42349,"/src/app/[lng]/authorization/(menu)/balancing/(menu)/balOperateFlowAndInstructedFlow/form/table.tsx",192,"Property access or function call before check for null or undefined","NEEDS_REVIEW","const handleClickOutside = (event: MouseEvent) => {"
42350,"/src/components/other/motherDynamicTable2.tsx",2437,"Property access or function call before check for null or undefined","NEEDS_REVIEW","const thisLastItem: any = [];"
42351,"/src/utils/generalFormatter.ts",8553,"Property access or function call before check for null or undefined","FALSE_POSITIVE","//             });"
42353,"/src/components/table/AppTable.tsx",242,"Property access or function call before check for null or undefined","NEEDS_REVIEW","<input"
42359,"/src/utils/generalFormatter.ts",2605,"Property access or function call before check for null or undefined","NEEDS_REVIEW","const resultArray = Object.entries(pointShippers).map(([key, value]) => {"
42362,"/src/components/other/tableExit.tsx",458,"Bad use of null-like value","NEEDS_REVIEW","if (!jsonString) return null;"
42366,"/src/components/other/fatherDynamicModify.tsx",99,"Bad use of null-like value","LIKELY_FIXED","const { entryValue, exitValue } = tableVal ?? {};"
42368,"/src/app/[lng]/authorization/(menu)/balancing/(menu)/balOperateFlowAndInstructedFlow/form/table.tsx",956,"Property access or function call before check for null or undefined","FALSE_POSITIVE","})}"
42375,"/src/utils/generalFormatter.ts",4077,"Property access or function call before check for null or undefined","NEEDS_REVIEW","setErrors((prevErrors) => ({ ...prevErrors, [fieldName]: null }));"
42381,"/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/chartLongTerm1.tsx",94,"Property access or function call before check for null or undefined","FALSE_POSITIVE","})"
42387,"/src/app/[lng]/authorization/(menu)/allocation/(menu)/allocShipperReport/form/tableReport.tsx",123,"Bad use of null-like value","NEEDS_REVIEW","key={p.point}"
42389,"/src/app/[lng]/authorization/(menu)/nominations/(menu)/parkingAllocation/page.tsx",204,"Bad use of null-like value","DEFINITELY_FIXED","entry?.EODPark?.toString().replace(/\s+/g, '').toLowerCase().includes(queryLower) ||"
42390,"/src/app/[lng]/authorization/(menu)/event/(menu)/EventOffSpecGas/form/formDocument3.tsx",1333,"Property access or function call before check for null or undefined","LIKELY_FIXED",".sort((a: any, b: any) => a.name.localeCompare(b.name))?.map((item: any) => ("
42391,"/src/app/[lng]/authorization/(menu)/event/(menu)/OFIF/form/table.tsx",837,"Property access or function call before check for null or undefined","FALSE_POSITIVE","</div>"
42396,"/src/app/[lng]/authorization/(menu)/booking/(menu)/capacity/(menu)/CapReqMgn/form/tableModify.tsx",982,"Bad use of null-like value","LIKELY_FIXED","columnVisibility[subHeader?.key] && ("
42398,"/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffChargeReport/[id]/form/totalRow.tsx",14,"Bad use of null-like value","NEEDS_REVIEW","return ("
42408,"/src/app/[lng]/authorization/(menu)/balancing/(menu)/intradayAccimbalanceInventory/form/table.tsx",46,"Bad use of null-like value","NEEDS_REVIEW","item.color = colorMap[validation] || colorMap.DEFAULT;"
42409,"/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffChargeReport/[id]/form/tableViewCapacityCharge.tsx",142,"Property access or function call before check for null or undefined","DEFINITELY_FIXED",": row?.areaObj?.entry_exit_id == 2 ?"
42411,"/src/components/other/selectBoxMultiForm.tsx",78,"Bad use of null-like value","NEEDS_REVIEW","value={selectedValues}"
42414,"/src/app/[lng]/authorization/(menu)/allocation/(menu)/allocationReview/form/modalImport.tsx",132,"Bad use of null-like value","LIKELY_FIXED","const { url, filename = ""Allocation_Review.xlsx"" } = res_download?.file"
42416,"/src/app/[lng]/authorization/(menu)/nominations/(menu)/dailyadjustmentSummary/form/table.tsx",163,"Bad use of null-like value","NEEDS_REVIEW","return ("
42419,"/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/form/modalFullview_MEDIUM.tsx",135,"Property access or function call before check for null or undefined","DEFINITELY_FIXED","existing.value = existing?.value?.map((v, i) => v + item?.value[i]);"
42422,"/src/app/[lng]/authorization/(menu)/tariff/(menu)/TariffChargeReport/[id]/page.tsx",211,"Bad use of null-like value","FALSE_POSITIVE","}"
42426,"/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableWeekly/tableWeeklyNom.tsx",406,"Property access or function call before check for null or undefined","LIKELY_FIXED","paginatedData.length > 0 && paginatedData?.map((row: any, index: any) => {"
42430,"/src/components/other/fatherDynamicTable.tsx",388,"Bad use of null-like value","NEEDS_REVIEW","const [sortState, setSortState] = useState({ column: null, direction: null });"
42435,"/src/utils/generalFormatter.ts",6293,"Bad use of null-like value","FALSE_POSITIVE",""
42442,"/src/app/[lng]/authorization/(menu)/dam/(menu)/userManagement/(menu)/group/(menu)/tso/form/modalAction.tsx",247,"Property access or function call before check for null or undefined","NEEDS_REVIEW","renderValue={(selected) => {"
42446,"/src/components/other/fatherDynamicModify.tsx",1184,"Bad use of null-like value","NEEDS_REVIEW","if (header.dates && header.dates.length > 0) {"
42451,"/src/components/other/tableEntry.tsx",78,"Bad use of null-like value","FALSE_POSITIVE","// }, [dataTable])"
42452,"/src/app/[lng]/authorization/(menu)/booking/(menu)/capacity/(menu)/CapContractList/page.tsx",236,"Property access or function call before check for null or undefined","NEEDS_REVIEW","const condition4 = (srchStartDate && !srchEndDate) ? dayjs(value[""5""], ""DD/MM/YYYY"").isSame(dayjs(dateFrom), 'day') : true;"
42454,"/src/utils/generalFormatter.ts",10162,"Bad use of null-like value","FALSE_POSITIVE","}));"
42458,"/src/app/[lng]/authorization/(menu)/booking/(menu)/pathManagement/form/modalActionBank.tsx",443,"Property access or function call before check for null or undefined","DEFINITELY_FIXED","{item?.pathConfigs?.map((configItem: any, configIndex: any) => {"
42462,"/src/app/[lng]/authorization/(menu)/nominations/(menu)/uploadTemplateForShipper/form/modalFiles.tsx",70,"Property access or function call before check for null or undefined","DEFINITELY_FIXED","{data.upload_template_for_shipper_file[0]?.create_by_account?.first_name}{"" ""}"
42465,"/src/components/other/tableExit_BU.tsx",74,"Bad use of null-like value","FALSE_POSITIVE","}"
42468,"/src/app/[lng]/authorization/(menu)/metering/(menu)/MeteringManagement/form/table.tsx",111,"Bad use of null-like value","NEEDS_REVIEW","<Spinloading spin={isLoading} rounded={0} />"
42477,"/src/components/other/tableEntry.tsx",476,"Bad use of null-like value","FALSE_POSITIVE",""
42480,"/src/app/[lng]/authorization/(menu)/event/(menu)/EventOffSpecGas/form/formDocument3.tsx",1227,"Bad use of null-like value","NEEDS_REVIEW","primary=""Select All"""
42484,"/src/app/[lng]/authorization/(menu)/dam/(menu)/userManagement/(menu)/systemLogin/form/modalAction.tsx",360,"Property access or function call before check for null or undefined","NEEDS_REVIEW","<div"
42485,"/src/app/[lng]/authorization/(menu)/event/(menu)/OFIF/form/table.tsx",281,"Bad use of null-like value","NEEDS_REVIEW","{!isLoading ?"
42488,"/src/components/other/motherDynamicTable2_function_BANGJU.tsx",1723,"Property access or function call before check for null or undefined","NEEDS_REVIEW","<td"
42490,"/src/app/[lng]/authorization/(menu)/balancing/(menu)/ventCommissioningOtherGas/form/modalConfirmDel.tsx",86,"Property access or function call before check for null or undefined","DEFINITELY_FIXED","<p>{item?.gas_day_text ? item?.gas_day_text : ''}</p>"
42493,"/src/app/[lng]/authorization/(menu)/nominations/(menu)/minimuminventorySummary/page.tsx",389,"Bad use of null-like value","NEEDS_REVIEW","return contractMatch || groupMatch || dataMatch || dataMatch2;"
42494,"/src/app/[lng]/authorization/(menu)/allocation/(menu)/alloReport/form/table.tsx",325,"Property access or function call before check for null or undefined","FALSE_POSITIVE",""
42496,"/src/utils/generalFormatter.ts",3388,"Bad use of null-like value","FALSE_POSITIVE",""
42503,"/src/app/[lng]/authorization/(menu)/balancing/(menu)/balReport/form/table.tsx",128,"Property access or function call before check for null or undefined","LIKELY_FIXED",": (!columnVisibility?.gas_day && columnVisibility.shipper_name) ? 'left-[216px]' // ถ้าปิด gas_day แต่ไม่ปิด shipper_name"
42504,"/src/components/other/modalHistory_backup.tsx",562,"Property access or function call before check for null or undefined","FALSE_POSITIVE","}"
42512,"/src/utils/transformHistoryData.tsx",39,"Property access or function call before check for null or undefined","DEFINITELY_FIXED","? `${item.update_by_account?.first_name ?? ''} ${item.update_by_account?.last_name ?? ''} ${formatDateTimeSec(item?.update_date) || ''}`.trim()"
42514,"/src/app/[lng]/authorization/(menu)/event/(menu)/EmergencyDifficultDay/form/document/formDocument6.tsx",967,"Property access or function call before check for null or undefined","FALSE_POSITIVE","}"
42518,"/src/app/[lng]/authorization/(menu)/planning/(menu)/planningDashboard/page.tsx",403,"Property access or function call before check for null or undefined","FALSE_POSITIVE",""
42519,"/src/app/[lng]/authorization/(menu)/nominations/(menu)/summaryNominationReport/form/tableWeekly/tableWeeklyArea.tsx",503,"Bad use of null-like value","NEEDS_REVIEW","return ("
42520,"/src/components/other/fatherDynamicTable.tsx",788,"Bad use of null-like value","NEEDS_REVIEW","colSpan={"
